system:index,FloodClass,FloodRisk,NDWI,elevation,slope,.geo
3113,0,-0.10015544608648055,-0.6163109,14,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21053380142155,24.210314738518832]}"
3114,0,-0.12612979728296006,-0.53162473,13,3.5658715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.21215076893299,24.210314738518832]}"
3115,1,0.06460489421264334,-0.21861684,13,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14962802515822,24.2100452439336]}"
3116,0,-0.1509074055278254,-0.6464457,11,2.234228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15097549808439,24.2100452439336]}"
3117,0,-0.1363219646107067,-0.57272726,13,3.0479164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15151448725487,24.2100452439336]}"
3118,0,-0.13714625862901814,-0.5682677,16,2.750621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16391123817573,24.2100452439336]}"
3119,1,-0.07373885350318472,-0.5454777,17,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16498921651669,24.2100452439336]}"
3120,1,-0.06479928360172518,-0.47255445,17,1.3761034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16849264612478,24.2100452439336]}"
3121,0,-0.16176988509836032,-0.6321707,17,2.234228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16876214070999,24.2100452439336]}"
3122,0,-0.1816875914351343,-0.72000605,9,2.234228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1728045594885,24.2100452439336]}"
3123,0,-0.08279360994609525,-0.4982181,13,2.234228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17603849451137,24.2100452439336]}"
3124,1,-6.422378751966759E-4,-0.3611111,11,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17711647285228,24.2100452439336]}"
3125,1,0.03274569262577532,-0.36250862,12,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18088939704558,24.2100452439336]}"
3126,0,-0.23517361727299557,-0.7377562,11,4.1647754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1860097941651,24.2100452439336]}"
3127,0,-0.15425889283489844,-0.6264929,12,2.750621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19032170752888,24.2100452439336]}"
3128,0,-0.15362302857164623,-0.6765731,15,1.0168247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19598109381883,24.2100452439336]}"
3129,0,-0.1740326310811342,-0.6806961,13,2.234228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19705907215973,24.2100452439336]}"
3130,1,-0.06047424137585953,-0.5082755,12,1.0168247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20002351259734,24.2100452439336]}"
3131,0,-0.14068522246562656,-0.62919706,13,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20379643679064,24.2100452439336]}"
3132,0,-0.12860723728286155,-0.6421181,13,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20460492054633,24.2100452439336]}"
3133,0,-0.13701595326357113,-0.5886628,16,2.234228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20649138264298,24.2100452439336]}"
3134,0,-0.14813803508485826,-0.5816417,12,3.5658603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15205347642535,24.20977574934836]}"
3135,1,-0.006975831527472047,-0.3247401,13,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15501791686296,24.20977574934836]}"
3136,1,0.041078648988546934,-0.24063116,11,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15582640061865,24.20977574934836]}"
3137,1,0.045828809598269,-0.25176305,12,2.1144834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15609589520392,24.20977574934836]}"
3138,0,-0.133316210819435,-0.5893122,16,2.033005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16633668944286,24.20977574934836]}"
3139,0,-0.17659739156287144,-0.73452187,13,1.0168226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17118759197712,24.20977574934836]}"
3140,1,0.01227992034635332,-0.27602524,12,3.185373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17738596743754,24.20977574934836]}"
3141,1,0.011575194134431713,-0.32352942,12,2.033005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17819445119324,24.20977574934836]}"
3142,1,-0.004868718491294936,-0.39106452,13,1.0168226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17900293494893,24.20977574934836]}"
3143,1,0.028082386144894146,-0.33116233,12,1.0168226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18008091328988,24.20977574934836]}"
3144,0,-0.1309248618392366,-0.61567634,12,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1822368699718,24.20977574934836]}"
3145,0,-0.11552932739386515,-0.5848853,12,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18250636455701,24.20977574934836]}"
3146,0,-0.2280836986631148,-0.7132885,13,4.1219735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18412333206845,24.20977574934836]}"
3147,0,-0.17014703528030622,-0.7251977,13,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18627928875031,24.20977574934836]}"
3148,0,-0.17777289468097238,-0.71537244,11,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18681827792079,24.20977574934836]}"
3149,1,0.019633837738355434,-0.31015298,11,2.1144834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18870474001744,24.20977574934836]}"
3150,0,-0.17908127873542753,-0.72511846,13,1.3761019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1935556425517,24.20977574934836]}"
3151,0,-0.17221972802636104,-0.68186015,13,2.1144834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19705907215973,24.20977574934836]}"
3152,0,-0.1497106119314092,-0.6603248,17,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19813705050069,24.20977574934836]}"
3153,0,-0.17379339169724384,-0.64156204,16,2.750618,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19840654508596,24.20977574934836]}"
3154,0,-0.1150805768568273,-0.6114882,13,1.0168226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2011014909383,24.20977574934836]}"
3155,0,-0.14848350771646654,-0.6507937,12,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20137098552351,24.20977574934836]}"
3156,0,-0.15469667328761577,-0.5876971,14,3.4424062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20433542596112,24.20977574934836]}"
3157,0,-0.15050744651238349,-0.54613596,15,4.1219735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2048744151316,24.20977574934836]}"
3158,0,-0.11930272442697505,-0.58756137,16,1.3761019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20676087722825,24.20977574934836]}"
3159,1,0.05355254964569947,-0.2538509,14,1.3761002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14962802515822,24.209506254763127]}"
3160,1,0.0018230767817137145,-0.2926577,11,3.4424036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15420943310727,24.209506254763127]}"
3161,1,0.04600634093617282,-0.25581396,13,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15609589520392,24.209506254763127]}"
3162,1,0.03579974693926167,-0.27622715,13,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15636538978913,24.209506254763127]}"
3163,1,-0.07852297672883589,-0.518002,14,1.3761002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15986881939722,24.209506254763127]}"
3164,0,-0.09015263112853106,-0.51772594,13,2.1144824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1604078085677,24.209506254763127]}"
3165,0,-0.15558967282359762,-0.65413535,17,1.3761002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16175528149387,24.209506254763127]}"
3166,0,-0.15643256998255814,-0.51421607,17,4.9162264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16337224900525,24.209506254763127]}"
3167,0,-0.21469971062155335,-0.6764706,14,4.223221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16984011905095,24.209506254763127]}"
3168,0,-0.16221286294542736,-0.6853817,14,1.3761002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17091809739185,24.209506254763127]}"
3169,0,-0.21819970651367326,-0.7369847,12,3.1853669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1719960757328,24.209506254763127]}"
3170,1,-0.0243199851696308,-0.3846154,9,2.7506146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17496051617042,24.209506254763127]}"
3171,1,0.11377964792768085,-0.1597679,12,1.0168203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17819445119324,24.209506254763127]}"
3172,0,-0.12453914491948916,-0.6590783,15,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18439282665366,24.209506254763127]}"
3173,1,0.08876971023043917,-0.22536418,10,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18816575084696,24.209506254763127]}"
3174,1,-0.06383941224295053,-0.50300604,14,1.0168203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19032170752888,24.209506254763127]}"
3175,0,-0.16868808676833918,-0.7223322,10,1.3761002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19113019128457,24.209506254763127]}"
3176,0,-0.14239396795475964,-0.72478795,10,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19166918045505,24.209506254763127]}"
3177,0,-0.18146473208106378,-0.7216095,10,2.0330005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19193867504026,24.209506254763127]}"
3178,1,-0.051197726411846965,-0.36195967,13,4.060895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19894553425638,24.209506254763127]}"
3179,0,-0.13981750686265673,-0.622591,17,1.3761002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20406593137591,24.209506254763127]}"
3180,0,-0.17704233807674702,-0.7329883,14,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20783885556921,24.209506254763127]}"
3181,0,-0.18627342969581306,-0.6688507,11,3.4424036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20945582308059,24.209506254763127]}"
3182,1,-0.009559204853772069,-0.3577498,12,2.2342157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1501670143287,24.209236760177888]}"
3183,0,-0.09457345515653084,-0.49875313,12,2.9598448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15043650891397,24.209236760177888]}"
3184,0,-0.17389321067694918,-0.6864178,12,2.2342157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15178398184014,24.209236760177888]}"
3185,1,0.07060901209569395,-0.23173803,12,1.3760985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1528619601811,24.209236760177888]}"
3186,1,0.025222347125115736,-0.3368826,12,1.0168182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15367044393679,24.209236760177888]}"
3187,1,-0.06824719902068427,-0.47512576,12,2.2342157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15852134647105,24.209236760177888]}"
3188,1,-0.07143463402752273,-0.50982535,13,1.3760985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1604078085677,24.209236760177888]}"
3189,0,-0.1667173579582716,-0.5589684,16,4.4616575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16121629232339,24.209236760177888]}"
3190,1,-0.06227451932020431,-0.3961136,11,4.060886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17334354865898,24.209236760177888]}"
3191,1,-0.022127159228177977,-0.38767508,12,2.1144812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17765546202276,24.209236760177888]}"
3192,1,-0.05868431472778321,-0.456,12,2.2342157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18169788080132,24.209236760177888]}"
3193,0,-0.09308748573571074,-0.53680634,10,2.2342157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18196737538653,24.209236760177888]}"
3194,0,-0.18896362377722772,-0.73775387,11,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18654878333558,24.209236760177888]}"
3195,0,-0.17627806783303981,-0.7315122,11,1.3760985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18735726709127,24.209236760177888]}"
3196,1,0.04321999157622933,-0.23634848,11,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18897423460265,24.209236760177888]}"
3197,1,-0.07748582569375098,-0.5219277,13,1.3760985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19005221294361,24.209236760177888]}"
3198,0,-0.18283264221466033,-0.71834546,11,2.0329962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1908606966993,24.209236760177888]}"
3199,0,-0.131964951749413,-0.63088596,13,1.3760985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19490311547787,24.209236760177888]}"
3200,1,-0.05167053146169242,-0.36290562,13,4.060886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19894553425638,24.209236760177888]}"
3201,1,0.09654590570719604,-0.22890818,13,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14962802515822,24.208967265592655]}"
3202,0,-0.11446637070692088,-0.5783535,11,2.1144803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15043650891397,24.208967265592655]}"
3203,1,-0.042479856212425025,-0.3533178,13,3.8410475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15232297101062,24.208967265592655]}"
3204,1,-0.005061237109903388,-0.37944984,15,1.0168159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1577128627153,24.208967265592655]}"
3205,1,-0.012196500425014495,-0.27980337,13,4.164741,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16283325983483,24.208967265592655]}"
3206,1,-0.0775565161873182,-0.49693966,14,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1652587111019,24.208967265592655]}"
3207,0,-0.1706798255351002,-0.72031575,11,1.376097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1719960757328,24.208967265592655]}"
3208,1,-0.030629698744430174,-0.4046802,12,2.1144803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17711647285228,24.208967265592655]}"
3209,1,-0.008483850403609494,-0.39592382,11,1.376097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17900293494893,24.208967265592655]}"
3210,0,-0.095460445706022,-0.5343417,12,2.1144803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18277585914223,24.208967265592655]}"
3211,1,-0.022217206358351692,-0.3127925,13,3.8410475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18870474001744,24.208967265592655]}"
3212,0,-0.15013183846650746,-0.68516725,13,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1935556425517,24.208967265592655]}"
3213,1,-0.046981521455134546,-0.4346434,13,2.0329916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19894553425638,24.208967265592655]}"
3214,0,-0.12191368316981405,-0.6107835,13,1.376097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20002351259734,24.208967265592655]}"
3215,0,-0.19473679702869362,-0.7014493,13,2.750608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20083199635303,24.208967265592655]}"
3216,1,-0.07217113057714697,-0.5052984,14,1.376097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20137098552351,24.208967265592655]}"
3217,0,-0.14419512329145956,-0.6757176,12,1.0168159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20217946927926,24.208967265592655]}"
3218,1,0.04682575437064483,-0.20093457,13,3.1853478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15313145476631,24.208697771007415]}"
3219,1,-0.07784990372327083,-0.49038032,14,2.0329874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15447892769248,24.208697771007415]}"
3220,1,0.13297788771447588,-0.06272473,15,2.0329874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16175528149387,24.208697771007415]}"
3221,0,-0.11002469900354465,-0.5334702,17,2.1144793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16741466778382,24.208697771007415]}"
3222,0,-0.12680711993832988,-0.5344027,18,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16768416236903,24.208697771007415]}"
3223,1,0.0038745800671892427,-0.43225083,10,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17738596743754,24.208697771007415]}"
3224,0,-0.13380714192675286,-0.6110351,12,2.1144793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18358434289797,24.208697771007415]}"
3225,0,-0.231247399900543,-0.7570809,13,3.1853478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1860097941651,24.208697771007415]}"
3226,0,-0.09646702763763687,-0.53961456,12,2.0329874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18762676167648,24.208697771007415]}"
3227,0,-0.16253209252175088,-0.6076503,15,3.1853478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18816575084696,24.208697771007415]}"
3228,0,-0.178227788251989,-0.7294118,12,1.3760953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19382513713691,24.208697771007415]}"
3229,1,-0.073437125748503,-0.56287426,14,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19517261006308,24.208697771007415]}"
3230,0,-0.12778329396570642,-0.63447016,14,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19571159923356,24.208697771007415]}"
3231,0,-0.18818675830370357,-0.71979433,12,2.1144793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19867603967117,24.208697771007415]}"
3232,0,-0.11342393704180448,-0.509434,15,3.1853478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20622188805777,24.208697771007415]}"
3233,0,-0.2124658231608781,-0.7189075,16,2.7506049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20676087722825,24.208697771007415]}"
3234,1,0.05101160862354892,-0.33797678,10,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1501670143287,24.208428276422183]}"
3235,0,-0.19581152201916488,-0.7144115,11,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15070600349918,24.208428276422183]}"
3236,1,0.0023019624565002103,-0.33007675,14,2.0329828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15501791686296,24.208428276422183]}"
3237,1,0.02038276787174556,-0.29065534,14,2.114478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1566348843744,24.208428276422183]}"
3238,1,0.1012109248242293,-0.21957815,13,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15932983022674,24.208428276422183]}"
3239,0,-0.08820358287605773,-0.46801347,15,2.9598424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1614857869086,24.208428276422183]}"
3240,0,-0.11741660936255205,-0.5957895,14,1.3760936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16876214070999,24.208428276422183]}"
3241,0,-0.1759014471924823,-0.73913044,12,1.0168115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17010961363616,24.208428276422183]}"
3242,1,-0.026207743679508448,-0.41824213,10,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17307405407377,24.208428276422183]}"
3243,1,-0.038283467541711816,-0.46989447,11,1.0168115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17496051617042,24.208428276422183]}"
3244,1,-0.06952438546156961,-0.5048754,10,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1757689999261,24.208428276422183]}"
3245,1,-0.04889510984417916,-0.46474648,13,1.3760936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18439282665366,24.208428276422183]}"
3246,0,-0.18041077420111556,-0.62818825,15,3.565832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18574029957983,24.208428276422183]}"
3247,0,-0.19130500151958044,-0.5832626,13,5.533684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18816575084696,24.208428276422183]}"
3248,1,-0.04622996265751665,-0.4713635,14,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18897423460265,24.208428276422183]}"
3249,0,-0.09402482411430746,-0.5850059,8,1.3760936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19005221294361,24.208428276422183]}"
3250,0,-0.10471801025912447,-0.5943396,13,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20002351259734,24.208428276422183]}"
3251,0,-0.16315503954125085,-0.6681367,14,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20217946927926,24.208428276422183]}"
3252,0,-0.13952746054691806,-0.6044758,15,2.114478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2048744151316,24.208428276422183]}"
3253,0,-0.1392872997475514,-0.5196461,15,4.2232122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20595239347256,24.208428276422183]}"
3254,1,-0.06208242916635691,-0.43758574,17,2.114478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20649138264298,24.208428276422183]}"
3255,0,-0.1697829344673494,-0.6825221,17,1.3760936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20676087722825,24.208428276422183]}"
3256,0,-0.15052729679869659,-0.6823821,13,1.0168115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2086473393249,24.208428276422183]}"
3257,1,-0.022059878080085152,-0.39354068,11,2.1144772,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1501670143287,24.20815878183695]}"
3258,1,0.060824275142106386,-0.21098347,13,2.2341995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15313145476631,24.20815878183695]}"
3259,1,0.08078430572291054,-0.229335,12,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1577128627153,24.20815878183695]}"
3260,1,-0.03142280189174131,-0.37952647,17,2.0329785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16445022734621,24.20815878183695]}"
3261,1,-0.07936264631673359,-0.5016816,17,1.376092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16471972193148,24.20815878183695]}"
3262,0,-0.20993520598348459,-0.62618995,17,4.792012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16552820568717,24.20815878183695]}"
3263,0,-0.12993349993788955,-0.6291946,15,1.0168092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1679536569543,24.20815878183695]}"
3264,0,-0.14851259545129308,-0.6843528,12,1.0168092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16957062446568,24.20815878183695]}"
3265,1,-0.042058335153680106,-0.36842105,13,3.4423904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17253506490329,24.20815878183695]}"
3266,1,-0.03362091070115015,-0.41187385,11,2.2341995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1746910215852,24.20815878183695]}"
3267,0,-0.1108063810185683,-0.5754394,12,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1754995053409,24.20815878183695]}"
3268,0,-0.15872032837802974,-0.6701215,11,2.0329785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17630798909659,24.20815878183695]}"
3269,1,-0.05266962318829628,-0.4531659,13,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17765546202276,24.20815878183695]}"
3270,1,0.00600388475234704,-0.41599223,12,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17900293494893,24.20815878183695]}"
3271,1,-0.038258518025409284,-0.44347337,13,1.376092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18358434289797,24.20815878183695]}"
3272,1,0.022817953085335393,-0.24466847,12,3.4423904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18493181582414,24.20815878183695]}"
3273,0,-0.1453412339924377,-0.6816388,9,1.376092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18681827792079,24.20815878183695]}"
3274,1,-0.055847692797071406,-0.42967147,12,2.7505982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18870474001744,24.20815878183695]}"
3275,0,-0.18347923697498492,-0.68493456,12,2.7505982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1935556425517,24.20815878183695]}"
3276,0,-0.09589866703835863,-0.57075363,11,1.376092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19409463172218,24.20815878183695]}"
3277,0,-0.1117697818017873,-0.59649587,12,1.376092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19490311547787,24.20815878183695]}"
3278,0,-0.13389857442188402,-0.63475347,13,1.376092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19517261006308,24.20815878183695]}"
3279,0,-0.13119436922876826,-0.5970696,14,2.0329785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20729986639873,24.20815878183695]}"
3280,0,-0.09451523947750365,-0.61103046,13,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20837784473963,24.20815878183695]}"
3281,1,-0.054760718869669926,-0.44815361,12,2.2341955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1501670143287,24.20788928725171]}"
3282,1,0.09533122572846245,-0.17866527,15,1.0168071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15259246559583,24.20788928725171]}"
3283,1,0.02199116093166753,-0.26799387,13,2.750595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15501791686296,24.20788928725171]}"
3284,1,0.02705228690281966,-0.27852762,13,2.2341955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15582640061865,24.20788928725171]}"
3285,1,0.07672403288768974,-0.22550832,11,1.3760904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15690437895961,24.20788928725171]}"
3286,1,-0.02605481832503776,-0.43943736,12,1.0168071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1577128627153,24.20788928725171]}"
3287,1,0.03539925488400411,-0.27383366,11,2.2341955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15798235730057,24.20788928725171]}"
3288,1,0.036943584384819525,-0.31101644,13,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16067730315291,24.20788928725171]}"
3289,0,-0.1202209418889296,-0.5631229,16,2.032974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16229427066435,24.20788928725171]}"
3290,0,-0.10263163298801181,-0.48185012,16,3.1853287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.164180732761,24.20788928725171]}"
3291,1,0.05013038109188203,-0.26306695,16,1.0168071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.16471972193148,24.20788928725171]}"
3292,1,-0.04222213024766946,-0.41707644,13,2.2341955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1784639457785,24.20788928725171]}"
3293,1,-0.018190758731267236,-0.36301368,14,2.2341955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18142838621606,24.20788928725171]}"
3294,0,-0.11319181247204702,-0.5650158,12,2.2341955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18385383748318,24.20788928725171]}"
